"nuprocesso";"deassunto";"devara";"dtcoleta";"declasse"
"01364525320188172001";DIREITO DO CONSUMIDOR;SECAO B DA 33A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00001435820158178232";DIREITO DO CONSUMIDOR;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00213495520188172370";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"1A VARA CIVEL DA COMARCA DO CABO DE SANTO AGOSTINHO";2020-01-12 00:00:00;TUTELA ANTECIPADA ANTECEDENTE (12135)
"00741161320188172001";DIREITO CIVIL;SECAO B DA 17A VARA CIVEL DA CAPITAL;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00029140420188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00002019620178173380";DIREITO DO CONSUMIDOR;VARA UNICA DA COMARCA DE SERRITA;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00105914720198178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"16O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00197779420198178201";DIREITO DO CONSUMIDOR;"4O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00011236320198178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00302330620198178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00498358020198178201";DIREITO CIVIL;"7O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00141479620158178201";DIREITO DO CONSUMIDOR;"5O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00007119720178173190";DIREITO PROCESSUAL CIVIL E DO TRABALHO;VARA UNICA DA COMARCA DE RIBEIRAO;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00270168620188178201";DIREITO CIVIL;"10O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00021204620198178232";DIREITO DO CONSUMIDOR;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00482795320188172001";DIREITO DO CONSUMIDOR;SECAO A DA 23A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00374778320198178201";DIREITO DO CONSUMIDOR;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00189508320198178201";DIREITO ADMINISTRATIVO E OUTRAS MATERIAS DE DIREITO PUBLICO;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00001212620188172240";DIREITO DO CONSUMIDOR;VARA UNICA DA COMARCA DE BELEM DE MARIA;2020-01-12 00:00:00;PETICAO CIVEL (241)
"00386602620188178201";DIREITO CIVIL;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00450172220188178201";DIREITO CIVIL;"7O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00124881320198178201";DIREITO CIVIL;"16O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00008014120188172230";DIREITO CIVIL;VARA UNICA DA COMARCA DE BARREIROS;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00498100420188178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00308907920188178201";DIREITO CIVIL;"13O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00007580920198178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00293976720188178201";DIREITO CIVIL;"5O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00343945920198178201";DIREITO DO CONSUMIDOR;"16O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00039246720198178226";DIREITO CIVIL;"2O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00014224020198178232";DIREITO DO CONSUMIDOR;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00008441420188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00018497120188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00447017220198178201";;"18O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00000875320178172380";"";"2A VARA DA COMARCA DE CABROBO";2020-01-10 00:00:00;PETICAO CIVEL
"00172198620188178201";DIREITO CIVIL;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00001958220188178221";DIREITO DO CONSUMIDOR;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DO CABO DE SANTO AGOSTINHO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00003047820198173010";DIREITO CIVIL;VARA UNICA DA COMARCA DE OROCO;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00512547220188178201";DIREITO DO CONSUMIDOR;"10O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00020575520188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00341073320188178201";DIREITO DO CONSUMIDOR;"4O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00008009220188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00291837620188178201";DIREITO CIVIL;"18O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00492263420188178201";DIREITO CIVIL;"17O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00006247720188172230";DIREITO CIVIL;VARA UNICA DA COMARCA DE BARREIROS;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00219468820188178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"12O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00020860820188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00001495120198172630";DIREITO CIVIL;VARA UNICA DA COMARCA DE GAMELEIRA;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00006980620188172110";DIREITO CIVIL;"1A VARA CIVEL DA COMARCA DE AFOGADOS DA INGAZEIRA";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00018043720178178221";DIREITO DO CONSUMIDOR;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DO CABO DE SANTO AGOSTINHO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00000295720168172001";DIREITO DO CONSUMIDOR;SECAO A DA 28A VARA CIVEL DA CAPITAL;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00011717220188172730";DIREITO ADMINISTRATIVO E OUTRAS MATERIAS DE DIREITO PUBLICO;"1A VARA CIVEL DA COMARCA DE IPOJUCA";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00521412220198178201";DIREITO DO CONSUMIDOR;"12O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00013594120178173590";DIREITO CIVIL;"2A VARA CIVEL DA COMARCA VITORIA SANTO ANTAO";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00393086920198178201";DIREITO DO CONSUMIDOR;"24O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00004784720198178229";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PALMARES;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00029651520188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00382050320148178201";DIREITO DO CONSUMIDOR;"24O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;CUMPRIMENTO DE SENTENCA (156)
"00128565620188178201";DIREITO CIVIL;"17O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00503768920198172001";DIREITO CIVIL;SECAO A DA 7A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"01279710420188172001";DIREITO DO CONSUMIDOR;SECAO B DA 4A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00027252620188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00008395520178172370";DIREITO CIVIL;"1A VARA CIVEL DA COMARCA DO CABO DE SANTO AGOSTINHO";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00040977920188172001";DIREITO DO CONSUMIDOR;SECAO B DA 30A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00186883620198178201";DIREITO DO CONSUMIDOR;"5O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00003856520198173450";DIREITO DO CONSUMIDOR;VARA UNICA DA COMARCA DE TAMANDARE;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00171141220188178201";DIREITO CIVIL;"7O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00014253020188173220";DIREITO CIVIL;"1A VARA CIVEL DA COMARCA DE SALGUEIRO";2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00006073020188172460";DIREITO CIVIL;VARA UNICA DA COMARCA DE CARNAIBA;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00029288520188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"01348831720188172001";DIREITO DO CONSUMIDOR;SECAO B DA 4A VARA CIVEL DA CAPITAL;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00044683320198178201";DIREITO DO CONSUMIDOR;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00010792620178172570";DIREITO DO CONSUMIDOR;"1A VARA DA COMARCA DE ESCADA";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00020137120148178201";DIREITO CIVIL;"5O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;CUMPRIMENTO DE SENTENCA (156)
"00013308020198178226";DIREITO DO CONSUMIDOR;"1O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00002645720198173120";DIREITO CIVIL;"1A VARA DA COMARCA DE PETROLANDIA";2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00002905720188172290";DIREITO CIVIL;VARA UNICA DA COMARCA DE BODOCO;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00001782820198173010";DIREITO DO CONSUMIDOR;VARA UNICA DA COMARCA DE OROCO;2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00006247320188172490";DIREITO CIVIL;VARA UNICA DA COMARCA DE CATENDE;2020-01-12 00:00:00;PETICAO CIVEL (241)
"00175832420198178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"16O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00034823820188178226";DIREITO CIVIL;"1O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00015759420168172730";DIREITO CIVIL;"2A VARA CIVEL DA COMARCA DE IPOJUCA";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00024885520198178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00035080220198178226";DIREITO CIVIL;"2O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00006596820198173340";DIREITO DO CONSUMIDOR;"1A VARA DA COMARCA DE SAO JOSE DO EGITO";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00026439220188178232";DIREITO DO CONSUMIDOR;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00246966320188178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"12O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00015879820158172001";DIREITO DO CONSUMIDOR;SECAO B DA 4A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00367713720188178201";DIREITO DO CONSUMIDOR;"13O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00015984820198172370";DIREITO ADMINISTRATIVO E OUTRAS MATERIAS DE DIREITO PUBLICO;"3A VARA CIVEL DA COMARCA DO CABO DE SANTO AGOSTINHO";2020-01-11 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00330377820188178201";DIREITO CIVIL;"14O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00243212820198178201";DIREITO CIVIL;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00158474420198172001";DIREITO DO CONSUMIDOR;SECAO A DA 14A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00000456720198178221";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DO CABO DE SANTO AGOSTINHO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00017734720188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00630498520178172001";DIREITO DO CONSUMIDOR;SECAO A DA 21A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00141846020148178201";DIREITO DO CONSUMIDOR;"12O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00067885620198178201";DIREITO DO CONSUMIDOR;"17O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00169882520198178201";DIREITO CIVIL;"10O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00013603320198178221";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DO CABO DE SANTO AGOSTINHO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00389053720188178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00006244920188178221";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DO CABO DE SANTO AGOSTINHO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00019362720188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00040626820188178226";DIREITO CIVIL;"2O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00303641520188178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00440333820188178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"3O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-11 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00315775620188178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"16O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00005255820178173260";DIREITO DO CONSUMIDOR;VARA UNICA DA COMARCA DE SANTA MARIA DA BOA VISTA;2020-01-12 00:00:00;PETICAO CIVEL (241)
"00460574920178172001";DIREITO CIVIL;SECAO A DA 8A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00072094620198178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"5O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00004803620178172490";DIREITO DO CONSUMIDOR;VARA UNICA DA COMARCA DE CATENDE;2020-01-12 00:00:00;PETICAO CIVEL (241)
"00040482120178178226";DIREITO DO CONSUMIDOR;"2O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00296470820158178201";DIREITO DO CONSUMIDOR;"14O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00002913420178178221";DIREITO DO CONSUMIDOR;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DO CABO DE SANTO AGOSTINHO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00383193420178178201";DIREITO CIVIL;"3O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00028202720168178232";DIREITO DO CONSUMIDOR;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;CUMPRIMENTO DE SENTENCA (156)
"00002711620188172140";DIREITO CIVIL;"2A VARA DA COMARCA DE AGUA PRETA";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00188901320198178201";DIREITO CIVIL;"12O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00352662120178172001";DIREITO CIVIL;SECAO A DA 7A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00008816220198173590";DIREITO CIVIL;"3A VARA CIVEL DA COMARCA VITORIA SANTO ANTAO";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00022390720198178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00461731120198178201";DIREITO CIVIL;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00002715120188173260";DIREITO CIVIL;VARA UNICA DA COMARCA DE SANTA MARIA DA BOA VISTA;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00010485820168172370";DIREITO DO CONSUMIDOR;"3A VARA CIVEL DA COMARCA DO CABO DE SANTO AGOSTINHO";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00014052220198178226";DIREITO DO CONSUMIDOR;"1O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00007182720198178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00000038220168172640";DIREITO CIVIL;"1A VARA CIVEL DA COMARCA DE GARANHUNS";2020-01-12 00:00:00;USUCAPIAO (49)
"00027719620198178226";DIREITO CIVIL;"1O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00108877420168178201";DIREITO DO CONSUMIDOR;"4O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
